movie_code,review
m/ghosts_of_mississippi, Rob Reiner's self-congratulatory Ghosts of Mississippi portrays Medgar Evers' slaying from the viewpoint of a white guy and can't even do a capable job of that.
m/ghosts_of_the_abyss, The 59 minutes of Ghosts is worth having to sit through all three hours of Titanic.
m/ghosts_of_war," A mediocre mash-up of genres that leaves no cliche unspoken, no horror trope unturned."
m/ghoul_2015," Ghoul rewards attention for much of its running time with subtle scares and growing unease, before squandering it in a shaky chase through twisted corridors that goes nowhere unexpected."
m/ghoulies_2," Horrendous sequel to a shameless rip-off. Not even ""fun-bad."" Well, maybe a little."
m/gi_jane, Unrealistic execution of an intriguing idea - a woman in the Navy SEALS. Moore is intimidating - and built! Viggo Mortensen gives an excellent early performance.
m/gi_joe_retaliation," With a new director and a brand new set of actors and characters, Retaliation delivers with a better storyline that brings back the essence of what true fans remember of the '80's cartoon and comics."
m/gi_joe_the_rise_of_cobra," 'G.I. Joe: The Rise Of Cobra' is... a summer movie, through and through, pure pulp preposterousness, one of the most successful little-boy adventure movies in a long time."
m/gianni_e_le_donne," Wittily observed, humorously understood and keenly felt."
m/giant, Offers a lively portrait of a marriage that weathers all storms and evolves over time into something more than it was at the outset.
m/giant_little_ones," The film belongs to Wiggins, who brings an openness and sincerity to Franky's struggles that help suggest to what extent his character's specific story has elements that everybody will be able to relate to."
m/gidget," It's interesting in how very dated it has become, but all of that interest is extra-textual."
m/gifted_2017, The film's increasingly manipulative treatment of provocative subject matter cheapens the drama of its premise. Webb hasn't allowed much nuance to enter into the equation.
m/gigante, A laid-back drama that gives us a close encounter with a lonely man whose desire animates his life in a new and adventurous direction.
m/gigi," Gigi is all style, and zilch in the way of substance."
m/gigli," A character-driven piece, pitched awkwardly between comedy and drama."
m/gilda, This is fascinating stuff that's played out capably - and sometimes with humour - by a strong cast. Hayworth stands head and shoulders above the rest.
m/gilles_wife," This is Devos' show: She has a face as expressive as any melodrama queen from Hollywood's golden age, and for anyone who's yet to experience the power of this singular performer, this is an excellent place to start."
m/gimme_danger, Stooges fans will find plenty to enthuse about in the film's ample coverage of a little-documented career.
m/gimme_shelter, This look at the Rolling Stones' disastrous concert at Altamont is so chilling it will prevent anyone from ever looking back at the 1960s with rose-colored glasses.
m/gimme_shelter_2014," It's the sort of movie that would have starred Valerie Bertinelli or Kristy McNichol back in the 1980s, tricked out with PG-13 grittiness and religious wholesomeness."
m/gimme_the_loot_2012," I see so many independent movies that sometimes, when an indie movie comes along that really is independent -- that is to say, when it offers up a fresh new way of seeing -- I blink twice."
m/ginger_and_rosa, Potter proves as good on the wonky logic of parents as she does on the self-righteousness of youth.
m/ginger_snaps, Great scary fun boasting nightmarish images that linger long after the lights come up.
m/girl," How to stand out and blend in at the same time? Few films convey that tension better than ""Girl,"" a deeply humane first feature from Belgian director Lukas Dhont about a transgender teen who wants to be a ballerina."
m/girl_cut_in_two," As is nearly always the case with Chabrol, a special pleasure pervades the picture."
m/girl_flu," Despite the continued existence of taboos on the topic, the story of a girl getting her first period is a story worth telling. And Girl Flu does it with charm, humor and loveable weirdness."
m/girl_from_monaco," In these roles, Fabrice Luchini and Roschdy Zem make an accomplished acting team."
m/girl_in_progress_2012," ... when Girl in Progress works, it's a thoughtful trip -- no matter how broad some of its missteps are..."
m/girl_interrupted," You have the main difference between book and movie: One remains pointed and specific, the other broad and generalized."
m/girl_model," This documentary takes a remarkably frank look at the fashion business, using the unusual perspective of a young Russian seeking work in Japan."
m/girl_most_likely_2013," Less funny than her worst SNL sketch, Girl Most Likely strands Kristen Wiig in a dreadful, disingenuous city-vs.-suburbs comedy ..."
m/girl_on_a_bicycle_2013, What wants to be a screwball comedy is run over by preposterous character motivation and a clunky plot.
m/girl_on_the_third_floor," Still, the film's bifurcated structure is cumulatively effective, especially given that it re-centers the narrative on a wronged woman, rather than her thoughtless, rage-filled man."
m/girl_rising," The approach may have a distracting, overly fancy, diluting quality to it, but attention must nevertheless be paid to this film's basic theme."
m/girl_who_played_with_fire," As with this year's ""Red Riding Trilogy,"" the ""Millennium"" triad proves a problematic format for sustaining thematic energy and emotional truth."
m/girl_with_a_pearl_earring," As muted and still as a Vermeer painting, Girl With a Pearl Earring has atmosphere to burn and a near-total action vacuum."
m/girl_with_the_red_riding_hood," Hardwicke's ""Red Riding Hood"" proves the ""Twilight"" formula isn't always a surefire bet. While it wasn't a comedy (and should have been), its only redeeming quality is it's funny to mock."
m/girlfight," Despite the promise of Kusama's debut and the voguish nature of its politics, Girlfight ultimately plays like a hedged bet, rather than the knockout punch it has been taken to be."
m/girlfriend_2011," Shooting in his hometown of Wayland, Massachusetts, Lerner has a keen sense of class and setting. And despite some narrative miscues, Sneider's performance keeps him honest."
m/girlfriend_experience," The effect is impressionistic and provocative, with the emphasis falling differently on scenes because of our knowledge or lack thereof. It also serves to view the ""girlfriend experience"" as a kind of performance art."
m/girlfriends_day," Film noir parody has violence, cursing, and sexual content."
m/girlhood," Oscar-nominated documentarian Liz Garbus relates a familiar tale with a shocking, powerful intimacy that's a desperate cry to be heard from the too many throwaway children of our society."
m/girlhood_2015," Opening explosively with a night-time all-female game of American football set to the hypnotically urgent electro-goth of Light Asylum's 'Dark Allies', Girlhood daringly stakes out new territory for French director Cline Sciamma."
m/girls_against_boys, This Chick pic's greatest provocation is how slow and disengaged it feels.
m/girls_cant_swim, A sensitive and astute first feature by Anne-Sophie Birot.
m/girls_just_want_to_have_fun," Metter's ""Girls"" may just want to have fun but for the rest of us this concept is just wishful thinking."
m/girls_of_the_sun," Girls of the Sun is partisan and it wears its heart on its sleeve: a powerful, forceful story."
m/girls_trip," Unlike some similar comedies about grownup friends, the four core characters are actually likeable."
m/girls_will_be_girls," While cries of misogyny are unwarranted (it's clear that no actual women were harmed in filming), cries of 'ewwwww!' are not."
m/girls_with_balls, A fun take on female empowerment and resourcefulness amongst the lashings of gloopy splatter.
m/girly-1969," This forgotten oddity is ripe for rediscovery -- like its characters, it may get to you even if you don't realize it."
m/giuliani_time, Keating strips away the self-aggrandizement and analyzes the record.
m/give_me_liberty_2019," This warm, fiercely independent comedy-drama eschews anything resembling formula in favor of a boisterous and freewheeling joyride drawn from Mikhanovsky's own experience as the driver of a wheelchair-accessible transport vehicle."
m/give_me_your_hand," What's refreshing about Pascal-Alex Vincent's dramatically thin but richly atmospheric feature debut is that it recognizes the essential truth of the conceit: all seminal voyages are journeys of heightened awareness, as visceral as they are emotional."
m/give_up_tomorrow," Mr. Collins's treatment, though jam packed, leaves one itching to understand more about the bigger picture and the political and social connections involved."
m/gladiator," Gladiator isn't groundbreaking, but it's good old-fashioned entertainment."
m/glass_2019," Put into comic-book terms, Glass takes too long to get from one panel to the next."
m/glass_a_portrait_of_philip_in_twelve_parts," Despite efforts to show the composer's domestic life, including his Buddhist-influenced daily exercise routines, there's no thoughtful discussion of what's behind the serialist music style Glass has brought to worldwide attention."
m/glass_chin," The true measure of a good tale is in the telling, and writer-director Noah Buschel spins his yarn in an unexpected, ultimately satisfying fashion."
m/glass_house, So laughably awful that it begs to have stones thrown at it; it's a wonder it got made at all.
m/glassland, A small but pretty impressive indie from Ireland with top-notch acting.
m/gleason_2016, The director of Finders Keepers proves again that he's brilliant at balancing the devastating and the hilarious.
m/glee_the_3d_concert_movie," Whether you're a seasoned Gleek or new to the pop-culture phenomenon that began as a TV musical series, you'll be tapping your feet and humming along in this upbeat, energetic 3D concert movie"
m/glen_campbell_ill_be_me," Valedictory and elegiac, Keach's film captures a performer who only truly seems to inhabit himself during the performances."
m/glen_or_glenda," In every technical aspect, it's just bad. However, only Ed Wood could pull off being so bad that it's good -- good in a funny, screwed up way."
m/glengarry_glen_ross, Foley is as adept at managing this intensely psychodramatic material as he is handling an ensemble cast with the combined power of a runaway locomotive.
m/glenn_miller_story, Miller's great music is THE thing in this romanticized bio of the band leader.
m/glimmer_man, A truly disgraceful outing that amounts to little more than an unbelievable Steven Seagal self-love fest.
m/glitter, A bad excuse to listen to a few Mariah Carey songs.
m/gloria_2012," With its compelling and original approach to its romance narrative, coupled with Paulina Garca's nuanced and intuitive performance, the film delicately balances an entire octave of emotions."
m/gloria_2015," Gloria has a secret weapon called Sofa Espinoza. Not only does she sing all the songs made famous by Trevi, she became Gloria herself. [Full review in Spanish]"
m/gloria_bell," Gloria Bell pairs perhaps the best portrayer of troubled or lost women with a director who has built a career building stories around them, and the result is a film that comfortably banishes any fears of some neutered US remake."
m/glorious_39," A political yarn - sometimes creepy, sometimes daft - in the Hitchcockian vein."
m/gmo_omg," A documentary that is by turns exasperating, illuminating, and intentionally infuriating."
m/gnomeo_and_juliet, ...possibly the worst animated feature ever to be distributed under the Disney banner.
m/go_back_to_china," Emily Ting has a wonderful eye as a director, yet her screenplay tends to waddle a bit too often into the exposition valley, salvaged primarily by Anna Akana's infectious performance."
m/go_for_sisters_2013, A dangerous border town as no country for old men or middle-aged sisters either.
m/go_further, A message film that makes entertaining diversions out of environmental didacticism.
m/go_tigers," Carlson doesn't let his camera flinch, and his film is more captivating and authentic for it."
m/goal_2_living_the_dream, Intriguing to watch and well-played by the engaging cast.
m/goat_2016, 'Goat''s bracing (yet never preachy) indictments of toxic masculinity are its best quality.
m/goats, A debut feature lacking both finesse and ingenuity.
m/god_bless_america_2011," Sometimes you get the feeling Goldthwait is just making a list of the people he could do without, which is funny and makes you nod your head but doesn't add up to much."
m/god_bless_ozzy_osbourne, [A] rather affectionate and candid portrait of a singer/TV personality whose continuing respiration is regarded as a marvel of human achievement.
m/god_bless_the_broken_road, A good cast can't turn this grieving faith-based drama from Nutrasweet to bittersweet.
m/god_grew_tired_of_us," It's a portrait of both suffering and success, and one that the directors refuse to gussy up in overly sentimental or derisive ways."
m/god_help_the_girl," A major gaffe, God Help The Girl finds a great artist taking on a huge challenge and stumbling painfully on its ambition almost every step of the way."
m/god_knows_where_i_am, It would have been easy for the film to approach its advocacy role through sensationalism. But the film comes from an altogether more inspired and intimate perspective.
m/god_loves_uganda_2013," Kudos to the filmmakers for so adeptly laying out the history of American evangelicals' Ugandan mission, and for noting that HIV infection rates there have gone up since the abstinence-only education started."
m/god_of_war, A character-driven battle epic that plays more like a brightly rendered action-adventure than a starchy history lesson.
m/god_said_ha," Were Julia Sweeney not such a gifted comedienne, listening to her uncompromising account of her brother Michael's struggle with lymphatic cancer would be unbearable."
m/god_told_me_to," There's an underlying satire that isn't only comedy- it's brutal, seething, horrific blasphemy. And it's intoxicating."
m/godfather," While there have been changes from the novel, the film is both compelling and powerful."
m/godfather_part_ii," Even if the 1972 film The Godfather had not been made, its sequel would still be a monumental achievement."
m/godfather_part_iii," Though certainly one of 1990's better films, it is seriously flawed and doesn't hold a candle to the two earlier Godfather movies, considered in most critical corners to be among the best, if not the best, films of the 1970s."
m/gods_and_generals," A movie experience that lasts more than four hours. I wouldn't even want to make out with Jennifer Garner for more than, like, three hours."
m/gods_and_monsters," An example of a reasonably challenging film that doesn't really accomplish what it sets out to do, but is nevertheless thoughtfully-conceived and contains a couple of highly enjoyable performances that keep it afloat."
m/gods_horses, This is less a film about terrorists than an intimate portrait of boys growing up in a toxic environment.
m/gods_must_be_crazy_2," Uys's style sheds a sweet and gentle light on this new comedy, which is a sequel to the surprising international success -- and, I think, a better film."
m/gods_not_dead," Teen-friendly, faith-based movie is heavy on dogma."
m/gods_not_dead_2," The agenda here is front and center from start to finish, and while the actors do a yeoman's job in presenting their characters with aplomb, the entire film simply comes off as a two-hour, jazzed-up movie version of a sermon."
m/gods_not_dead_a_light_in_darkness, These movies are fundamentalist propaganda aimed at people who are convinced their religion is under attack in this country just because it doesn't exempt them from the Constitution.
m/gods_of_egypt," Not only does the film indulge in a right royal round of whitewashing, it also gives star Gerard Butler a brownface."
m/gods_own_country_2017," Skipping some of the more predictable narrative obstacles we've come to expect from the coming-out drama, this sexy, thoughtful, hopeful film instead advances a pro-immigration subtext that couldn't be more timely ..."
m/gods_pocket," An unwieldy dark comedy, the feature directorial debut of ""Mad Men"" star John Slattery is ultimately too shaggy and tonally inconsistent to hold together."
m/godsend, We're just seeing the umpteenth recycled shocker about a mystical dark child with an aura of disaster.
m/godspeed-2009," Saitzyk's sappy pontifications on loss, redemption, and zealotry don't register as headily as they're meant to, and the spirituality invoked feels about as sincere as the Christian who only attends Christmas mass."
m/godspell," It's a series of stories and songs, like the Bible is, and it's told with the directness that simple stories need: with no tricks, no intellectual gadgets, and a lot of openness."
m/godzilla, Godzilla represents the final step of post-war Japan to saddle us with a byproduct of American nuclear waste.
m/godzilla-mothra-and-king-ghidorah-giant-monsters-allout-attack, Really silly and quite bad. But easily hilarious enough to sit through.
m/godzilla-tokyo-sos2003," This modern series is one that's improving with each entry, and all of them are big ol' heaps of rubber suit glee."
m/godzilla-vs-mechagodzilla-ii," With so little connective tissue of note, the monster scenes feel airless and aimless, existing solely as generic spectacle without context or weight."
m/godzilla-vs-megalon," All business when it comes to delivering big action and colorful antagonists, working in a few environmental messages on the dangers of nuclear testing along the way, to anchor the nonsense to come."
m/godzilla_1956," For today's moviegoing audiences, this may not be your daddy's Godzilla movie, but chances are your granddaddy could teach you a thing or two about the context."
m/godzilla_2000," Though it lacks the antic verve of its mid-'60s predecessors, Godzilla 2000 offers some interesting twists for connoisseurs."
m/godzilla_2014," Manages to deliver all the big crowd-pleasing moments we want from our blockbuster devastation epics and leave us wanting more, in the best possible way."
m/godzilla_and_mothra_the_battle_for_earth, Maybe they both could lose? Don't wish for too much.
m/godzilla_king_of_the_monsters," It's hard not to chuckle at the fiftieth cutaway to an oddly passive Burr after watching a scene from the Honda original, but this cut shouldn't be dismissed either."
m/godzilla_king_of_the_monsters_2019," Godzilla: King of The Monsters serves the pure monster extravaganza promised, whilst failing on the human side. The greatness does make mostly up for the poor."
m/godzilla_resurgence," It's a welcome return for the studio who originated the iconic creature creation, but unfortunately, it never lives up to the drama of the 1954 original, or the bananas fun of all the B-Movie schlock that followed."
m/godzilla_vs_destoroyah_1995, [It] may be the most action packed film in the whole series. It begins with the king ripping through Hong Kong and does not stop for a breath until the credits roll.
m/godzilla_vs_mechagodzilla," So yeah, Mechagodzilla. Love it. Love it, love it, love it. Mechagodzilla is awesome. Godzilla is awesome. They fight, and it's awesome."
m/godzilla_vs_megaguirus," In Godzilla vs. Megaguirus, not only don't we know where we are, we also don't know how seriously we're supposed to take the movie."
m/godzilla_vs_space_godzilla," While there is an overall lack of excitement... the film nonetheless delivers on anonymous citizens fleeing in terror, roaring beasts blasting and beating the hell out of each other, and iconic landmarks and urban infrastructure being utterly devastated."
m/godzillas_revenge, It is for desperate fans only and is pretty bad even by the loose standards of the genre.
m/goethe, Philipp Stlzl's film takes both Goethe's genius and the inevitable superiority of the brand of romanticism that marked his early work as a given.
m/going_clear_scientology_and_the_prison_of_belief_2015, Alex Gibney shakes the Scientology tree in his crackling film version of Lawrence Wright's nonfiction bestseller.
m/going_in_style_2017," I'm hoping that Freeman, Caine and Arkin all have plenty of movies - and meatier roles - in their futures. In the meantime, it's a low-key pleasure to hang out with these guys, even in a movie that's only just good enough."
m/going_my_way," Overly corny, this feel-good musical is delightful in its naivety, even for the time."
m/going_shopping, Comes as close as any film to explaining what the deal is with women and shopping.
m/gold_2017," Directed without distinction by Stephen Gaghan, the film unfolds like a chintzy ripoff of David O. Russell ripping off Martin Scorsese ripping off real life."
m/gold_diggers_of_1933, A fabulously fast-paced cynical comedy in which the straight parts of the movie are -- for a change -- nearly the equal in quality to the musical numbers.
m/gold_diggers_of_1935," If Gold Diggers of 1935 wasn't quite up to its predecessor, it's probably the fault of the newly enforced Production Code."
m/gold_star," As an examination of the ways in which we experience grief for the still-living, Gold Star is a remarkably insightful experience."
m/golden_age," All in all, it's a grand package of hearty acting, design and action with the only caveat being that unlike the first film this Elizabeth can no longer surprise us with its modern twists."
m/golden_bowl," As compensation for possible bottom-numbing -in-seat towards the end, Ivory once again delivers a well-performed -- most notably by Nolte and Thurman -- and exquisite-looking tale of manners, love and betrayal."
m/golden_boy_2018," Judas Priest, what century was this dated, dotty melodramatic gay mess made?"
m/golden_child, This film -- insignificant and lightweight and monumentally silly -- is entertaining from beginning to end.
m/golden_door," An imaginative, intelligent and attractive Italo pic precisely when the country needs it most."
m/golden_exits," These thoughtful people are paralyzed by their ability to look at their lives, and the lives around them, from too many angles. It's enlightening to listen to them, and perhaps a little too familiar."
m/golden_kingdom," Golden Kingdom, a narrative feature that seems at first to be a documentary, takes us someplace we might want to visit and convinces us it's utterly different from anywhere else."
m/golden_voyage_of_sinbad," [Its] main raison d'etre is some first-rate ""Dynamation"" special effects from Ray Harryhausen."
m/goldeneye," There is just too much that is too silly about Goldeneye and too many mistakes in the making. It is not as actively stupid as some Bond films have been, but it is well below average in intelligence for the already not too cerebral series."
m/goldfinger," If spy-action films ever had a classic, then this is it."
m/goldie," De Jong forces us to face how few real opportunities are given to girls like Goldie, and to understand why someone would be willing to risk it all even to snatch a mere wisp of a dream."
m/golem," Of the four extant versions of this perennial horror classic, Paul Wegener's 1920 version remains the best."
m/golmaal_3," Ratna Pathak brings a touch of sanity to the mad, mad, show... But, for those who seek something beyond slapstick, Rohit Shetty's work will be disappointing."
m/gomorrah," The remorseless, glamourless scenes - their businesslike realism, their shrugging fatalism, their workaday brutality - come closer than most films to identifying and depicting the ""banality of evil""."
m/gone_2012," While Gone has some visual style, the cheap and melodramatic script fails to make it to the party."
m/gone_baby_gone," By capturing a sense of society lost, by using both the media focus and the behind closed doors denouements that seem to follow such situations, Affleck produces tragedy on an epic Greek scale and moviemaking of classic neo-noir artistry."
m/gone_fishin," After this and 8 Heads in a Duffel Bag, maybe the Academy will ask Pesci to return his Oscar."
m/gone_girl, It'll have you wondering why Fincher went even further down the Barnes & Noble rabbit hole than he did in The Girl with the Dragon Tattoo.
m/gone_with_the_wind," Even though the habits of movie- goers have changed over the years, it's easy to see why this film provoked such an outpouring of praise and adulation during its initial release, and why its stature has grown with the passage of decades."
m/gonjiam_haunted_asylum," Gonjiam: Haunted Asylum is the real deal. Deeply unsettling and unrelentingly scary, it is a film that must be seen."
m/gonzo-the-life-and-work-of-dr-hunter-s-thompson, ...A film that preserves Thompson's words verbatim but only occasionally taps into the restless spirit that fueled them.
m/good_boys_2019," Despite some endearing passages, Gene Stupnitsky's uninspired crude tween comedy Good Boys is a cringe-inducing affair."
m/good_burger," Okay, so Good Burger, based on the recurring Nickelodeon sketch All That, is a pretty awful movie... [Yet] the film's exaggerated cartoon take on teen life has undeniable charm and, oddly enough, perceptiveness."
m/good_bye_lenin," An intriguing concept, hampered only by the curse of all farce: after taking us to the brink of absurdity, it's difficult to reel us back in for the emotionally fraught conclusion."
m/good_dick," A short and sweet anti-romantic comedy, Good Dick puts together a heav ily depressed young woman with a homeless clerk who rents her porn at a Los Angeles video store."
m/good_earth, more of a time capsule than a great piece of filmmaking
m/good_for_nothing," The film's antipodean locales provide plenty of uncharted territory, vast expanses of untamed land that offer endless opportunity but little guidance. A man could get lost out there, and Wallis does."
m/good_fortune_2017," Upbeat story of a self-made millionaire who considers ""sharing"" his cash with worthy charities his life's work -- it only lacks a single skeptical second-guessing/fact-checking source or critic."
m/good_german," It's a close call about which is worse, the acting of Blanchett and Clooney, the directing of Soderbergh, the writing of Attanasio, or the cinematography of Andrews."
m/good_guy," Handsome, well-done if too familiar look at the romantic and professional games played by upscale twentysomething Manhattan professionals working pre-recession."
m/good_hair," A funny, head-scratching doc with a few loose ends."
m/good_kids_2016," It's not a great first feature for McCoy, but it's surely a competent one that speaks loudly -- and somewhat profanely -- to a budding talent with intriguing possibilities."
m/good_kill, Andrew Niccol takes on the topical issue of drone strikes in a tense war drama notable for its tact and intelligence.
m/good_luck_chuck," a lot of dirty-minded snickers, but not as many genuine laughs as you might have hoped for."
m/good_morning, Ozu's most charming foray into comedy since his silent days.
m/good_morning_vietnam," Robin Williams's best ever film. Comedy, Action....a little bit of everything, for everyone."
m/good_mother," Even shackled to banalities, Keaton has the power to amaze."
m/good_neighbor_sam," Like so much current comedy, it is underwritten; it is underdirected; it is underacted. Resurrect the Thin Man."
m/good_neighbors_2011," There's clear evidence that Tierney is maturing as a filmmaker, but he's not there yet, despite having the talents of Baruchel and Hampshire on his side."
m/good_night, Promising debut from writer-director Jake Paltrow about a sleep-obsessed man who meets the literal girl-of-his-dreams has some perceptive moments amid a lot of tossing and turning.
m/good_ol_freda," White's film is a love letter not just to Kelly and the Beatles, but also to postwar working-class Liverpool."
m/good_people_2014, It only overcomes its deficiencies and gains a modicum of entertainment value precisely when it commits to its illogical storylines and exaggerated plot twists.
m/good_sam_2019," Just like the world could always use a few more kind-hearted people looking to make a difference, we can definitely use more movies like Good Sam."
m/good_shepherd," Even if the movie's vast reach exceeds its grasp, it's a spellbinding history lesson."
m/good_son," The movie is a creepy, unpleasant experience, made all the worse because it stars children too young to understand the horrible things we see them doing."
m/good_time, Pattinson makes you root for his character from the start.
m/good_will_hunting, This is a film with a serious credibility problem and one which stagnates in the middle act.
m/good_woman," Oscar Wilde's social satire steps out of the parlor with mixed, if extremely witty, results."
m/good_year, You sense in every frame the strain to be lighthearted.
m/goodbye_christopher_robin," In the end, son-father bitterness is unrealistically (and inaccurately) overcome, and you're left wishing for something more rigourous and less twee."
m/goodbye_columbus, This well-observed comedy knows the American Jewish bourgeois scene well.
m/goodbye_lover, A poorly-paced bland crime drama that has all the twists and turns of a 'Bewitched' episode.
m/goodbye_solo," Solo confronts a less-than-jolly existence with a perpetual smile and helping hand, his upbeat, selfless attitude a means of repelling the harsh realities that threaten to break his spirit."
m/goodbye_to_all_that," If Junebug focused on quieter moments of extended family dynamics, with its city-meets-country clashes delving into resonant, region-specific sensibilities, Angus MacLachlan never goes beyond signpost sentiment."
m/goodbye_world," Goodybe World was even able to surprise me. I really didn't know where it was going, and that's a nice feeling to have when I've seen so many movies, especially in a genre movie."
m/goodnight_mommy," A hefty part of the suspense stems from the fact no one seems to be behaving rationally: not mommy, not the kids."
m/goods_the_don_ready_story," As film starts taking itself more and more seriously, it becomes less fun and more formulaic and tiresome."
m/goofy_movie," If you're going to make something called ""A Goofy Movie,"" why dampen the goofiness?"
m/google_me, Killeen puts a face on a concept that has likely occurred to most of us
m/gook," Gook rises above message-movie mediocrity, enjoying its characters too much to use them as political mouthpieces."
m/goon, Hilariously foul. Best hockey comedy since SLAP SHOT.
m/goon_last_of_the_enforcers," Baruchel's sequel is everything Dowse's original film was, amped up a degree or three ..."
m/goonies," Despite its moments of blandness, the movie works and is a good lab where young Hollywood stars emerge. [Full Review in Spanish]"
m/goosebumps_2015, You can know nothing about Goosebumps and enjoy the Goosebumps movie.
m/goosebumps_2_haunted_halloween," The cinematic equivalent of an Ikea dresser put together in a rush. It's slightly askew, and there's a gap between drawers, but it'll still hold your T-shirts."
m/gordy," [The] screenplay is as bland as an afternoon in Mister Rogers' Neighborhood, though the director, Australian animal-mockumentary-maker Mark Lewis, adds a touch of menace by using extreme close-ups, bizarre angles and other stylish camera work."
m/gore_vidal_the_united_states_of_amnesia_2013, 'United States of Amnesia' comes not to bury Vidal but to praise him right to the rafters
m/gored," Fighting bulls. It's a tough job, but does someone *really* have to do it??"
m/gori_tere_pyaar_mein," Instead of one satisfyingly complex film, it's two or three films in one, a turducken of comedies."
m/gorillas_in_the_mist, Sigourney Weaver gives an inspired performance as a woman who launches a crusade to save gorillas in Africa.
m/gorky_park, Hopelessly dated and morose -- and much is lost from the bestselling novel.
m/gosford_park, Altman's best film since The Player and one of the best in his long career.
m/gospel, Nothing more or less than a secular retelling of the Biblical parable of the prodigal son.
m/gospel_according_to_st_matthew," seen with 2003 eyes, Pasolini's work presents only the letter of the gospel and leaves out its spiritual essence"
m/gossip," Has many intriguing elements that might have equaled up to more in a tighter screenplay, but it ultimately doesn't satisfy once the end credits have begun to roll."
m/gothic, 'Gothic' can be taken neither seriously nor with a saving pinch of salt.
m/gothika, One of the scariest movies out of Hollywood that I have seen in some time.
m/gotti_2018, It's almost laughable to see this iconic star trying so hard on behalf of a movie that is so clearly compromised in its intentions.
m/governess," If Jane Austen or a Bront sister were inclined to revolve their tale of forbidden love and parlor room intrigue around a Jewish heroine, The Governess would undoubtedly resemble the result."
m/goyas_ghosts," Impressively made, watchable costume drama with strong performances from its three leads, despite the unusual casting."
m/grabbers," A polished, watchable genre entertainment that nonetheless lacks the inspired dialogue and situations needed to make a memorable impression."
m/grace_is_gone," The narrative is flawed, but it benefits from its timely subject (impact of Iraq War on home front) and gender reversal, centering on widower whose wife had died in the war."
m/grace_of_my_heart, Pean to creativity and a celebration of one woman's indomitable creativity.
m/grace_unplugged, Predictable prodigal daughter tale with Christian message.
m/graceland_2012," ...a tough, gritty kidnap tome that pits underdog Marlon against ruthless kidnappers, a corrupt politician and equally corrupt cops all working their own agenda."
m/gracie," In real life, Elizabeth Shue was quite the activist, the first person in her New Jersey community to break the gender barrier in soccer: this is her charming(fictionalized)story."
m/graduate, Lovely Katharine Ross couldn't be more appealing as the daughter.
m/graduation, Graduation isn't some daring amalgam of traditional movie categories; it's simply all over the place.
m/graffiti_bridge," Technically, the film is a compendium of stale MTV gimmicks -- dry ice, stylized sets. It's a neo-Expressionist tempest in a teapot."
m/gran_torino," Walt hates everyone. He kicks his dog. He growls and spits. It's Spitting Blood, Old Man Dirty Harry."
m/grand_canyon_adventure_river_at_risk," As entertainment, it can be heart-poundingly exciting. As education, it has some merit. But as a movie, Grand Canyon Adventure: River at Risk 3D is kind of a mess."
m/grand_hotel," If you're in the mood for a sentimental look back, by all means check in."
m/grand_piano," Small on scale, this terse thriller plays us like a finely tuned, well, you know."
m/grand_prix," Four decades later, John Frankenheimer's Grand Prix remains the best film ever made about professional auto racing."
m/grand_theft_parsons," A rock'n'roll road movie like no other. Wherever he is, Gram should get a kick out of it."
m/grandma_2015," Paul Weitz has created a perfect role for Lily Tomlin, a woman who matches her innate wisdom, charisma and wit."
m/grandmas_boy," If he's schooling punks on Dance Dance Revolution or making out with Shirley Jones, Nick Swardson steals every scene he's in, giving the material a distinctive twist through unexpected line delivery and crack comic timing."
m/grapes_of_wrath," The Grapes of Wrath (1940) is director John Ford's most famous epic drama - the classic adaptation of John Steinbeck's Pulitzer Prize-winning, widely-read 1939 novel."
m/grassroots_2012, The treatment here is unabashedly on the side of the misfit idealists; it's possible Grassroots would be a better movie with a couple of grains of salt in its recipe. But its spirit feels authentic.
m/grateful_dawg, Ends up feeling dry and incomplete; its two subjects are stripped of all other characteristics and come across as not very interesting.
m/grave_encounters, The pic's creepiness factor is sufficient to rate this a notch above genre average.
m/grave_encounters_2," Grave Encounters 2 delivers a sick, intense, and scary white-knuckled spookshow that reveres the groundwork set up by the original and expands upon it on every level."
m/grave_of_the_fireflies, ... a beautiful lament and a moving tribute to the people we rarely consider when we think about World War 2: those Japanese who suffered for the crimes of their leaders.
m/gravedancers, An exacting ghost story wielding an old school fright mentality...
m/gravity_2013," With nothingness pressing in on all sides, in a place where the grip of someone else's hand is all that keeps you from the void, life really does seem like a miracle."
m/gravy, Cannibal killers invade a Mexican restaurant and torment the staff and patrons in this broad but not particularly funny comedy/horror picture.
m/grays_anatomy," Using every cinematic trick in the book, [director] Soderbergh turns Gray's one-man world into the most surreal mind-expander since Alice fell down the rabbit hole."
m/grease," I didn't know that in the 1950's, high schools were populated by 30 year olds who constantly broke into nails-on-a-blackboard musical numbers."
m/grease_2," Its cast stuffed with old-school celebrities like Connie Stevens, Tab Hunter, Sid Ceasar and Eve Arden, its soundtrack cluttered with clunky new songs..."
m/grease_live," What a triumph. After three years of watching NBC do summer stock on national television, Fox swooped in and stole the live musical format right out from underneath them."
m/greasers_palace," As a product of an unusually adventurous time in cinema history, Greaser's Palace has perverse appeal. As a comedy, it's virtually unwatchable."
